600 215
590 170
580 243
570 313
560 360
550 476
540 563
530 640
520 823
510 845
500 998
490 1055
480 1237
470 1301
460 1365
450 1421
440 1424
430 1528
420 1531
410 1623
400 1612
390 1602
380 1599
370 1632
360 1441
350 1449
340 1434
330 1405
320 1361
310 1264
300 1259
290 1195
280 1105
270 1063
260 1041
250 958
240 959
230 945
220 871
210 825
200 806
190 773
180 757
170 775
160 702
150 601
140 640
130 582
120 585
110 560
100 587
0 4526
