600 199
590 159
580 210
570 242
560 325
550 383
540 425
530 542
520 564
510 637
500 767
490 796
480 959
470 997
460 1012
450 1088
440 1125
430 1258
420 1222
410 1272
400 1319
390 1436
380 1339
370 1395
360 1425
350 1406
340 1306
330 1250
320 1297
310 1228
300 1184
290 1140
280 1122
270 1054
260 1027
250 1011
240 972
230 955
220 922
210 873
200 823
190 853
180 791
170 812
160 768
150 708
140 783
130 696
120 736
110 657
100 653
0 6021
