GY414  Electrical and Electronic Engineering                445                                          
GY501  Medicine 5 year6 year and embedded PhD options    #723                                         
GY502  Occupational Therapy                                 520                                          
GY503  Speech and Language Therapy                          520                                          
GY504  Podiatry                                             450      440                                 
GY515  General Nursing Galway and Portiuncula             445                                          
GY516  Psychiatric Nursing                                  410      405                                 
GY517  Midwifery                                            440                                          
GY525  Mature Applicants General Nursing Galway and Port   #179                                         
GY526  Mature Applicants Psychiatric Nursing                #169*                                        
GY527  Mature Applicants Midwifery                          #175                                         
LY108  Business  Accounting                                305                                          
LY118  Business                                             280                                          
LY208  Law                                                  290                                          
LY218  Business  with FrenchSpanishGermanIrish          210      270v                                
LY228  Sports Coaching and Performance                      250                                          
LY408  Visual Communication and Graphic Design              265      240                                 
LY508  Fire Safety Engineering                              220      220                                 
LY518  Quantity Surveying                                   290                                          
LY708  Computing                                            300                                          
LY818  Science                                              305                                          
LY908  General Nursing                                      410*     410                                 
LY918  Psychiatric Nursing                                  360      350                                 
LY928  Intellectual Disability Nursing                      365*     360                                 
LY938  Mature Applicants General Nursing                                                                 
LY948  Mature Applicants Psychiatric Nursing                                                             
LY958  Mature Applicants Intellectual Disability Nursing                                                 
LY968  Early Childhood Care  Health and Education           280                                          
LY978  Health  Social Care                                 275      260                                 
MI001  Contemporary  Applied Theatre Studies      Works   #280     #255                                
MI004  Liberal Arts                                         330      320                                 
MI005  Education  Primary Teaching                         465*     460*                                
MI006  Education  Primary Teaching  Gaeltacht Applicant   #430                                         
MI007  Early Childhood Care and Education                   375                                          
MI008  Education and Psychology  Primary Teaching          545      540                                 
MI009  Education  Business Studies and Accounting Thurle   340                                          
MI010  Education  Business Studies and Religious Studies    325                                          
MI011  Education  Irish and Religious Studies Thurles     375                                          
MI012  Education  Irish and Business Studies Thurles      360                                          
CI101  Counselling and Psychotherapy Limerick             220      220                                 
CI107  Counselling and Youth Studies Limerick             255      255                                 
CI108  Counselling and Addiction Studies Limerick         315                                          
LC110  Art and Design                                       #650                                         
LC114  Design Fashion Knitwear and Textiles  Portfolio   #655                                         
LC223  Law and Taxation                                     280                                          
LC224  Business Accounting and Finance                    310                                          
LC225  Business Marketing and Management                  295                                          
LC226  Business Enterprise and Innovation                 230      230                                 
LC231  Business Technology                                  255                                          
LC233  Software Development                                 255                                          
LC234  Multimedia Programming and Design                    250                                          
LC236  Internet Systems Development                         335                                          
LC239  Computer Networks and Systems Management             300                                          
LC241  Construction Management                              255                                          
LC242  Property Valuation and Management                    300                                          
LC243  Quantity Surveying                                   310                                          
LC248  Built Environment  Undenominated                    290                                          
LC252  Civil Engineering Management                         250                                          
LC265  Pharmaceutical and Forensic Analysis                 355                                          
LC266  Drug and Medicinal Product Analysis                  300                                          
LC275  Electrical Systems                                   240                                          
LC292  Social Care Work                                     330                                          
LC293  Business Studies with Travel and Tourism Managemen   250                                          
LC294  Business Studies with Event Management               300                                          
LC295  Business Studies with Sports Management              280                                          
LC402  Social Care Work Thurles                           311                                          
LC407  Social and Community Studies Thurles                                                            
LC408  Environmental and Natural Resource Management Thu   275                                          
LC411  Business Marketing and Management  Thurles        280                                          
LC418  Computing  Games Design and Development Thurles   265                                          
LC422  Sports Strength and Conditioning Thurles           300                                          
LC502  Game Art and Design  Clonmel  Portfolio           #587                                         
LC513  Business Clonmel                                   285                                          
LC517  Creative Multimedia Clonmel                        280      275                                 
LC518  Digital Animation Production  Clonmel  Portfolio   #611                                         
LM020  Law and Accounting                                   440                                          
LM022  Politics and International Relations                 330                                          
LM028  Criminal Justice                                     400                                          
LM029  Law Plus                                             460                                          
LM030  Irish Music and Dance                                #345                                         
LM031  Voice and Dance                                      #315                                         
LM032  Arts Joint Honours                                 425                                          
LM033  New Media and English                                330                                          
LM035  English and History                                  335                                          
LM036  Economics and Sociology                              380                                          
LM037  Economics and Mathematical Sciences                  410                                          
LM038  Psychology and Sociology                             505*                                         
LM039  Journalism and New Media                             410                                          
LM040  European Studies                                     375                                          
LM041  Politics and Public Administration                   330                                          
LM044  Applied Languages two or three languages to degre   415                                          
LM045  Language and Literature                              345                                          
LM046  History  Politics  Sociology and Social Studies      325                                          
LM048  Gaeilge                                             320                                          
LM050  Business Studies                                     425*                                         
LM051  Computer Systems                                     380                                          
LM052  Business Studies with a Modern Language French     430                                          
LM053  Business Studies with a Modern Language German     430                                          
LM055  Business Studies with a Modern Language Japanese   425                                          
LM056  International Business                               505                                          
LM058  Financial Mathematics                                435                                          
LM060  Mathematical Sciences                                450                                          
LM061  Pharmaceutical and Industrial Chemistry              405                                          
LM063  Technology Management                                350                                          
LM064  Industrial Biochemistry                              420                                          
LM065  Applied Physics                                      415                                          
LM066  Environmental Science                                385                                          
LM068  Food Science and Health                              460                                          
LM071  Biomedical Engineering                               460                                          
LM073  Mechanical Engineering                               440                                          
LM076  Product Design and Technology                        435                                          
LM077  Aeronautical Engineering                             500                                          
LM080  Electronics                                          365                                          
LM082  Construction Management and Engineering              365                                          
LM083  Mobile Communications and Security                   345                                          
LM085  Civil Engineering                                    465                                          
LM087  Energy                                               385                                          
LM088  Mathematics and Physics                              475                                          
LM089  Sport and Exercise Sciences                          475*     475*                                
LM090  Physical Education with Teacher Ed                   505*                                         
LM092  Science with Teacher Ed Biology with Phys or Chem   480                                          
LM093  Equine Science                                       360                                          
LM094  Materials and Architectural Technology with Teache   415                                          
LM095  Materials and Engineering Technology with Teacher    395                                          
LM096  Science with Teacher Ed Physical Sciences with Ch   420                                          
LM099  Architecture                                         #420                                         
LM100  Physiotherapy                                        555*                                         
LM101  Medicine  Graduate Entry                            #55*                                         
LM102  Psychology                                           525                                          
LM103  Paramedic Studies                                    #310                                         
LM110  Computer Games Development                           350                                          
LM113  Digital Media Design                                 340                                          
LM114  Music  Media and Performance Technology              340                                          
LM115  Chemical and Biochemical Engineering                 440                                          
LM116  Engineering Choice  Degree options                  430                                          
LM117  Science Choice  Degree options                      405*                                         
LM118  Electronic and Computer Engineering  with defined   425                                          
LM119  Design and Manufacture                               420                                          
LM120  Aircraft Maintenance and Airworthiness Engineering   400                                          
LM150  General Nursing                                      460*                                         
LM151  Mature Applicants General Nursing                                                                 
LM152  Mental Health Nursing                                450                                          
LM153  Mature Applicants Mental Health Nursing                                                           
LM154  Intellectual Disability Nursing                      405                                          
LM155  Mature Applicants Intellectual Disability Nursing    #165                                         
LM156  Midwifery                                            440*     440                                 
LM157  Mature Applicants Midwifery                          #178                                         
MU001  Theology and Arts                                    300                                          
MU002  Theology                                             360                                          
MH001  Education  Primary Teaching Froebel               495                                          
MH002  Education  Primary Teaching  Gaeltacht Applicant                                                
MH101  Arts                                                 330                                          
MH102  Music Technology                                     325                                          
MH103  Music                                                #                                            
MH106  Psychology                                           485                                          
MH107  Social Science                                       375                                          
MH108  European Studies                                     340                                          
MH109  Media Studies  Media Technology Digital Media     340                                          
MH116  Community and Youth Work FullTime                 #                                            
MH201  Science                                              390      380                                 
MH202  Biotechnology                                        415                                          
MH204  Physics with Astrophysics                            435                                          
MH206  Theoretical Physics and Mathematics                  505                                          
MH208  Biological and Biomedical Sciences                   465                                          
MH209  Psychology through Science                         480                                          
MH210  Chemistry with Pharmaceutical and Biomedical Chemi   450                                          
MH212  Science with Education or Mathematics with Educ   455                                          
MH304  Engineering                                          325      325                                 
MH305  Product Design                                       390                                          
MH306  Robotics and Intelligent Devices                     350                                          
MH401  Finance  Three degree options                       360                                          
MH403  Accounting and Finance                               400                                          
MH404  Business  Four degree options                        405                                          
MH407  Business and Accounting                              400                                          
MH501  LLB Law  four year single Major Law programme       450                                          
MH502  Law Law and Arts  Law and Accounting  Law and B   425                                          
MH601  Computer Science through Arts                        350                                          
MH602  Computer Science through Science                     350                                          
MH603  Computational Thinking Computer Science  Mathemat   495                                          
MH801  Early Childhood  Teaching and Learning parttime   355                                          
MH802  Community and Youth Work  parttime inservice     #                                            
MH803  Local Studies or Community Studies parttime  eve   #        #                                   
MH901  Arts  Full time Kilkenny Campus  First year onl   AQA      AQA                                 
AS001  Education  Home Economics and Biology with concurr   485*     480*                                
AS002  Education  Home Economics and Religious Ed with co   435      430                                 
AS003  Education  Home Economics and Irish with concurren   445      430                                 
AS004  Education  Home Economics and Economics with concu   420*     420*                                
AS051  Food and Business Management                         375      360                                 
AS052  Health and Disability Studies                        270                                          
AS110  General Nursing                                      410*     405*                                
AS111  Mature Applicants General Nursing                                                                 
AS130  Intellectual Disability Nursing                      350*     350                                 
AS131  Mature Applicants Intellectual Disability Nursing                                                 
SG141  Business                                             280                                          
SG142  Business in International Marketing and Sales with   400      295                                 
SG143  Business in International Marketing and Sales with   350                                          
SG144  Business in International Marketing and Sales with   305      250                                 
SG146  Accounting                                           345                                          
SG149  Business in Finance and Investment                   315                                          
SG241  Performing Arts                                      250                                          
SG242  Early Childhood Care and Education                   290                                          
SG243  Social Care Practice                                 300*                                         
SG244  Fine Art Portfolio                                 #935                                         
SG245  Creative Design                                      270                                          
SG246  Computing                                            285                                          
SG342  Civil Engineering                                                                                 
SG343  Quantity Surveying                                   255                                          
SG345  Architectural Design                                 285                                          
SG440  AgriFood Science                                    315                                          
SG441  Environmental Science                                330                                          
SG442  Occupational Safety and Health                       295                                          
SG443  Human Nutrition                                      380                                          
SG444  Science Undemoninated                                290                                          
SG445  Pharmaceutical Science with Drug Development         310                                          
SG446  Applied Archaeology                                  300                                          
SG447  Health Science and Physical Activity                 330                                          
SG448  Forensic Investigation and Analysis                  378                                          
SG449  Medical Biotechnology                                350                                          
TL801  Animation Visual Effects and Motion Design           260                                          
TL802  TV  Radio and New Media Broadcasting                 280                                          
TL803  Music Technology                                     265                                          
TL805  Information Systems Management                       305                                          
TL810  Computing with Software Development                  305                                          
TL811  Computing with Games Development                     300                                          
TL812  Computing with Media Development                     335                                          
TL820  Travel and Tourism Management                        300                                          
TL831  Business Studies                                     300                                          
TL844  Agricultural Engineering                             335                                          
TL847  Manufacturing Engineering                            360                                          
TL848  Agricultural Science                                 345                                          
TL851  Wildlife Biology                                     300                                          
TL855  Pharmaceutical Science                               367                                          
TL871  Health and Leisure                                   315                                          
TL872  Health and Leisure with Massage                      350                                          
TL880  Early Childhood Care and Education                   305                                          
TL881  Social Care                                          320                                          
TL890  General Nursing                                      425*                                         
TL891  Mental Health Nursing                                405                                          
TL892  Mature Applicants General Nursing                                                                 
TL893  Mature Applicants Mental Health Nursing                       #161                                
WD025  Construction Management and Engineering              250      250                                 
WD027  Music                                                #310                                         
WD028  Applied Computing                                    310                                          
WD048  Business                                             285                                          
WD084  Accounting                                           315                                          
WD085  Mechanical and Manufacturing Engineering             295                                          
WD086  Electronic Engineering                               278                                          
WD091  Hospitality Management                               290                                          
WD116  General Nursing                                      420                                          
WD117  Psychiatric Nursing                                  385                                          
WD120  Intellectual Disability Nursing                      370*                                         
WD124  Health Promotion                                     290                                          
WD125  Exercise and Health Studies                          280                                          
WD134  International Business                               300                                          
WD137  Design Visual Communications                       290                                          
WD140  Laws                                                 300                                          
WD144  Architecture                                         305                                          
WD147  Pharmaceutical Science                               350                                          
WD148  Tourism Marketing                                    285                                          
WD149  Early Childhood Studies                              290                                          
WD150  Criminal Justice Studies                             285                                          
WD152  Visual Art                                           270                                          
WD160  Finance and Investment                               300                                          
WD161  Computer Forensics and Security                      265      265                                 
WD162  Quantity Surveying                                   295                                          
WD163  Psychology                                           375                                          
WD168  Entertainments Systems                               295                                          
WD171  Sustainable Energy Engineering                       285                                          
WD180  Physics for Modern Technology                        370                                          
WD186  Sports Coaching and Performance                      340      330                                 
WD187  Social Science                                       280                                          
WD191  Agricultural Science                                 400                                          
WD192  Social Care Practice                                 300                                          
WD193  Marketing and Digital Media                          300                                          
WD194  Culinary Arts                                        305                                          
WD195  Architectural  Building Information Modelling Tec   300                                          
WD197  The Internet of Things                               275      275                                 
WD200  Arts                                                 275                                          
WD816  Mature Applicants General Nursing                                                                 
WD817  Mature Applicants Psychiatric Nursing                                                             
WD820  Mature Applicants Intellectual Disability Nursing                                                 
