code,year,points,college,audition,desc
LM154,2007,350, University of Limerick,False, Intellectual Disability Nursing
WD116,2007,395, Waterford Institute of Technology,False, General Nursing
LM155,2007,133, University of Limerick,True, Mature apps Intellectual Disability Nursing
DT205,2007,290, Dublin Institute of Technology,False, Mathematical Sciences
DT204,2007,380, Dublin Institute of Technology,False, Biomedical Science
DT203,2007,320, Dublin Institute of Technology,False, Forensic and Environmental Analysis
LM156,2007,405, University of Limerick,False, Midwifery
GY406,2007,375, National University of Ireland Galway,False, Electronic and Computer Engineering
LM150,2007,420, University of Limerick,False, General Nursing
NC015,2007,295, National College of Ireland (NCI),False, Human Resource Management Area BP
NC014,2007,nan, National College of Ireland (NCI),False," Business Information Systems Area BP
"
NC017,2007,335, National College of Ireland (NCI),False, Financial Services Area Based Partnership
NC016,2007,270, National College of Ireland (NCI),False, Accounting Area Based Partnership
NC011,2007,265, National College of Ireland (NCI),False, Accounting Human Resource MgmtArea BP
LM036,2007,340, University of Limerick,False, Economics and Sociology
NC013,2007,230, National College of Ireland (NCI),False, Software Systems Area Based Partnership
DK880,2007,310, Dundalk Institute of Technology,False, Health Promotion and Physical Activity
LM038,2007,495, University of Limerick,False, Psychology and Sociology
AS130,2007,305, St. Angela`s College,False, Intellectual Disability Nursing
DT501,2007,350, Dublin Institute of Technology,True, Music
DC199,2007,310, Dublin City University,False, Digital Media Engineering
LY918,2007,290, Letterkenny Institute of Technology,False, Psychiatric Nursing
DC211,2007,275, Dublin City University,True, Music Performance at Royal Irish Academy
DC212,2007,nan, Dublin City University,False," Composition Royal Irish Academy of Music ## 
"
DC215,2007,400, Dublin City University,False, General Nursing
DC217,2007,310, Dublin City University,False, Intellectual Disability Nursing
DC216,2007,320, Dublin City University,False, Psychiatric Nursing
LM086,2007,325, University of Limerick,False, Health Safety
DT112,2007,290, Dublin Institute of Technology,False, Geomatics
DT111,2007,440, Dublin Institute of Technology,False, Construction Economics Mgmtquant surv
DT110,2007,410, Dublin Institute of Technology,False, Property Economics Valuation Surveying
DT117,2007,395, Dublin Institute of Technology,False, Construction Management
LM083,2007,365, University of Limerick,False, Applied Computing Network Technologies
LM080,2007,325, University of Limerick,False, Electronic Systems
LM081,2007,310, University of Limerick,False, Manufacturing Systems
DC131,2007,440, Dublin City University,False, Communication Studies
CR121,2007,720, Cork Institute of Technology,True, Music at CIT Cork School of Music
DC133,2007,405, Dublin City University,False, Multimedia
CK605,2007,335, University College Cork (NUI),False, Electrical and Electronic Engineering
TR087,2007,425, Trinity College,False, Business Studies and Russian
CK606,2007,510, University College Cork (NUI),False, Architecture
CK601,2007,480, University College Cork (NUI),False, Process and Chemical Engineering
CK602,2007,520, University College Cork (NUI),False, Civil and Environmental Engineering
DT553,2007,415, Dublin Institute of Technology,False, Journalism with a Language
CW748,2007,300, Institute of Technology Carlow,False, Early Childhood Education and Care
TH001,2007,315, St Patrick's Thurles,False, Education Business Religious Studies
TR086,2007,430, Trinity College,False, Business Studies and German
DT571,2007,400, Dublin Institute of Technology,False, Social Care
LM092,2007,395, University of Limerick,False, Science with Teacher Educationbiological science
DT572,2007,370, Dublin Institute of Technology,False, Early Childhood Education
TR076,2007,370, Trinity College,False, Physics and Chemistry of Advanced Materials
TR074,2007,420, Trinity College,False, Chemistry with Molecular Modelling
TR075,2007,415, Trinity College,False, Medicinal Chemistry
TR072,2007,550, Trinity College,False, Pharmacy
TR073,2007,475, Trinity College,False, Human Genetics
DB531,2007,255, Dublin Business School & DBS School of Arts,False, Marketing
TR071,2007,415, Trinity College,False, Science
LC651,2007,370, Limerick Institute of Technology,False, Pharmaceutical and Forensic Analysis
DN078,2007,500, University College Dublin (NUI),False, Structural Engineering with Architecture
RC001,2007,565, Royal College of Surgeons in Ireland,False, Medicine
RC004,2007,520, Royal College of Surgeons in Ireland,False, Physiotherapy
RC005,2007,540, Royal College of Surgeons in Ireland,False, Pharmacy
DN072,2007,485, University College Dublin (NUI),False, Civil Engineering
DN073,2007,395, University College Dublin (NUI),False, Electronic Engineering or Electrical Eng
DN071,2007,360, University College Dublin (NUI),False, Chemical Engineering
DN076,2007,395, University College Dublin (NUI),False, Biosystems Engineering
DN077,2007,495, University College Dublin (NUI),False, Engineering
DN074,2007,440, University College Dublin (NUI),False, Mechanical Engineering
DC147,2007,380, Dublin City University,False, Intl Business Languages FrenchSpanish
DC146,2007,350, Dublin City University,False, Intl Business Languages FrenchGerman
GC201,2007,nan, Griffith College,False," Accounting and Finance Cork 
"
GC200,2007,nan, Griffith College,False," Business Studies Cork 
"
GC203,2007,290, Griffith College,False, Law Cork
DC149,2007,360, Dublin City University,False, Intl Business and Languages Japanese
DC148,2007,390, Dublin City University,False, Intl Business Languages GermanSpanish
AD111,2007,nan, National College of Art and Design,False," 1st Year Core #matriculate
"
DK860,2007,nan, Dundalk Institute of Technology,False," Applied Music #
"
GA881,2007,179, Galway-Mayo Institute of Technology,True, Mature Applicants General Nursing Castlebar#174
DT001,2007,360, Dublin Institute of Technology,False, Product Design
GA883,2007,161, Galway-Mayo Institute of Technology,True, Mature apps Psychiatric Nursing Castlebar
GA882,2007,320, Galway-Mayo Institute of Technology,False, Psychiatric Nursing Castlebar
TL290,2007,310, Institute of Technology Tralee,False, Interactive Multimedia
LC481,2007,330, Limerick Institute of Technology,False, Real Estate Property Valuation Mgmt
CK506,2007,330, University College Cork (NUI),False, International Development and Food Policy
CK504,2007,485, University College Cork (NUI),False, Nutritional Sciences
CK505,2007,305, University College Cork (NUI),False, Food Science
CK501,2007,300, University College Cork (NUI),False, Food Business
WD086,2007,380, Waterford Institute of Technology,False, Electronic Engineering
WD084,2007,335, Waterford Institute of Technology,False, Accounting
WD085,2007,260, Waterford Institute of Technology,False, Mechanical and Manufacturing Engineering
WD080,2007,345, Waterford Institute of Technology,False, Business Studies German option
WD120,2007,285, Waterford Institute of Technology,False, Intellectual Disability Nursing
WD123,2007,330, Waterford Institute of Technology,False, Languages and Marketing
WD125,2007,305, Waterford Institute of Technology,False, Exercise and Health Studies
WD124,2007,305, Waterford Institute of Technology,False, Health Promotion
WD127,2007,255, Waterford Institute of Technology,False, Retail Management
LM060,2007,400, University of Limerick,False, Mathematical Sciences
LM062,2007,315, University of Limerick,False, Biomedical and Advanced Materials
CK210,2007,355, University College Cork (NUI),False, Government
CK211,2007,335, University College Cork (NUI),False, CommerceInternationalwith Chinese Studies
LM100,2007,555, University of Limerick,False, Physiotherapy
LM066,2007,375, University of Limerick,False, Environmental Science
DN096,2007,415, University College Dublin (NUI),False, Health and Performance Sciences
DC240,2007,400, Dublin City University,False, Marketing Innovation and Technology
MD201,2007,390, Mater DEI,False, ReligionEducat Englishsecond level teaching
LY958,2007,157, Letterkenny Institute of Technology,True, Mature apps Intellectual Disability Nursing
LC471,2007,390, Limerick Institute of Technology,False, Quantity Surveying
LY708,2007,235, Letterkenny Institute of Technology,False, Applied Computing
FR001,2007,450, Froebel College,False, B Ed
SG342,2007,340, Institute of Technology Sligo,False, Civil Engineering
GC403,2007,305, Griffith College,False, Law
GC401,2007,165, Griffith College,False, Accounting and Finance
GC400,2007,180, Griffith College,False, Business Studies
GC405,2007,170, Griffith College,False, International Hospitality Management
GC404,2007,265, Griffith College,False, Business and Law
CK720,2007,365, University College Cork (NUI),False, Psychiatric Nursing
CK721,2007,150, University College Cork (NUI),True, Mature Applicants Psychiatric Nursing
CW708,2007,305, Institute of Technology Carlow,False, Legal Studies
DN047,2007,315, University College Dublin (NUI),False, Engineering Technology
TR032,2007,450, Trinity College,False, Engineering
TR033,2007,355, Trinity College,False, Computer Science
AS111,2007,167, St. Angela`s College,True, Mature Applicants General Nursing
TR031,2007,395, Trinity College,False, Mathematics
TR034,2007,440, Trinity College,False, Management Science Information Systems
TR035,2007,460, Trinity College,False, Theoretical Physics
TR038,2007,375, Trinity College,False, Engineering with Management
AS051,2007,245, St. Angela`s College,False, Food and Consumer Studies
TL280,2007,nan, Institute of Technology Tralee,False," Business Studies eBusiness 
"
LM077,2007,400, University of Limerick,False, Aeronautical Engineering
LM076,2007,340, University of Limerick,False, Product Design and Technology
LM075,2007,370, University of Limerick,False, Engineering Science
DT028,2007,225, Dublin Institute of Technology,False, Transport Operations and Technology
LM073,2007,400, University of Limerick,False, Mechanical Engineering
LY928,2007,275, Letterkenny Institute of Technology,False, Intellectual Disability Nursing
CW908,2007,270, Institute of Technology Carlow,False, Business Studies Management
LM070,2007,460, University of Limerick,False, Electronic Engineering
DT023,2007,305, Dublin Institute of Technology,False, Manufacturing and Design Engineering
DT021,2007,335, Dublin Institute of Technology,False, Electrical and Electronic Engineering
LM063,2007,305, University of Limerick,False, Production Management
DT025,2007,405, Dublin Institute of Technology,False, Engineering
LM078,2007,450, University of Limerick,False, Enterprise Engineering
DL041,2007,645, Dun Laoghaire Institute of Art Design and Technology,True, Animation
DL043,2007,580, Dun Laoghaire Institute of Art Design and Technology,True, Visual Communications
DL042,2007,775, Dun Laoghaire Institute of Art Design and Technology,True, Photography
DL045,2007,910, Dun Laoghaire Institute of Art Design and Technology,True, Film and Television Production
DL044,2007,610, Dun Laoghaire Institute of Art Design and Technology,True, Visual Arts Practice Fine Art
GA280,2007,250, Galway-Mayo Institute of Technology,False, Theological Studies and Business Practice
DK820,2007,255, Dundalk Institute of Technology,False, Computing in Games Development
DK821,2007,200, Dundalk Institute of Technology,False, Computing in Internet Technologies
AD012,2007,nan, National College of Art and Design,False," Industrial Design #matriculate
"
DB564,2007,230, Dublin Business School & DBS School of Arts,False, Media and Cultural Studies
DB565,2007,225, Dublin Business School & DBS School of Arts,False, Journalism
DB566,2007,260, Dublin Business School & DBS School of Arts,False, Social Science
DB567,2007,300, Dublin Business School & DBS School of Arts,False, Communications
TR083,2007,420, Trinity College,False, Sociology and Social Policy
DB561,2007,230, Dublin Business School & DBS School of Arts,False, Arts General
DB562,2007,230, Dublin Business School & DBS School of Arts,False, Psychology
DN044,2007,310, University College Dublin (NUI),False, AgriEnvironmental Sciences
DB568,2007,255, Dublin Business School & DBS School of Arts,False, Law
DB569,2007,190, Dublin Business School & DBS School of Arts,False, Business and Psychology
AC141,2007,235, American College,False, Behavioural Science Psychology
DN001,2007,520, University College Dublin (NUI),False, Architecture
TI117,2007,285, Tipperary Institute,False, Information Technology multimedia comms
LC941,2007,285, Limerick Institute of Technology,False, Business Studies Event Management
DN006,2007,530, University College Dublin (NUI),False, Physiotherapy
DN005,2007,550, University College Dublin (NUI),False, Veterinary Medicine
DN004,2007,500, University College Dublin (NUI),False, Radiography
DN009,2007,505, University College Dublin (NUI),False, Law
DN008,2007,305, University College Dublin (NUI),False, Science
CW018,2007,290, Institute of Technology Carlow,False, Business Wexford
SN001,2007,490, Shannon College of Hotel Management,True, Business Studies in International Hotel Mgmt
WD027,2007,270, Waterford Institute of Technology,True, Music
GY308,2007,350, National University of Ireland Galway,False, Environmental Science
GY309,2007,360, National University of Ireland Galway,False, Financial Mathematics and Economics
GY302,2007,320, National University of Ireland Galway,False, Applied Physics Electronics or Experimental Phys
GY303,2007,480, National University of Ireland Galway,False, Biomedical Science
GY301,2007,280, National University of Ireland Galway,False, Science
GY306,2007,270, National University of Ireland Galway,False, Computing StudiesMathematical Science
GY304,2007,290, National University of Ireland Galway,False, Biotechnology
LC931,2007,295, Limerick Institute of Technology,False, Business Studies Tourism
SG341,2007,215, Institute of Technology Sligo,False, Quality Management and Technology
WD095,2007,270, Waterford Institute of Technology,False, Marketing
BN105,2007,200, Institute of Technology Blanchardstown,False, Engineering Mechatronics
DT211,2007,210, Dublin Institute of Technology,False, Computing
BN106,2007,220, Institute of Technology Blanchardstown,False, Engineering Computer Engineering
GY405,2007,360, National University of Ireland Galway,False, Mechanical Engineering
GY404,2007,335, National University of Ireland Galway,False, Industrial Engineering Information Systems
LM093,2007,300, University of Limerick,False, Equine Science
BN107,2007,350, Institute of Technology Blanchardstown,False, Applied Social Studies in Social Care
GY401,2007,445, National University of Ireland Galway,False, Engineering Undenominated
LM151,2007,170, University of Limerick,True, Mature Applicants General Nursing
GY403,2007,325, National University of Ireland Galway,False, Electronic Engineering
GY402,2007,455, National University of Ireland Galway,False, Civil Engineering
GY409,2007,400, National University of Ireland Galway,False, Environmental Engineering
GY408,2007,410, National University of Ireland Galway,False, Biomedical Engineering
NC006,2007,305, National College of Ireland (NCI),False, Accounting
NC007,2007,300, National College of Ireland (NCI),False, Financial Services
NC004,2007,240, National College of Ireland (NCI),False, Business Information Systems
NC005,2007,300, National College of Ireland (NCI),False, Human Resource Management
NC003,2007,250, National College of Ireland (NCI),False, Software Systems
NC001,2007,300, National College of Ireland (NCI),False, Accounting Human Resource Management
LM024,2007,325, University of Limerick,False, Software Development and Social Change
AL054,2007,315, Athlone Institute of Technology,False, Social Care Practice
LM020,2007,485, University of Limerick,False, Law and Accounting
CW838,2007,275, Institute of Technology Carlow,False, Marketing
WD154,2007,320, Waterford Institute of Technology,False, Computer Forensics
PT018,2007,nan, Milltown Institute,False," TheologySpiritualityPastoral StudiesMature 
"
MD500,2007,300, Mater DEI,False, BA Irish Studies and Religious Studies
PT016,2007,nan, Milltown Institute,False," Liberal Arts 
"
PT017,2007,325, Milltown Institute,False, Social Justice and Christian Ethics
TL400,2007,265, Institute of Technology Tralee,False, Wildlife Biology
DT106,2007,360, Dublin Institute of Technology,False, Planning and Environmental Management
DT101,2007,544, Dublin Institute of Technology,True, Architecture
LC421,2007,340, Limerick Institute of Technology,False, Civil Engineering Management
TL360,2007,340, Institute of Technology Tralee,False, Computing with Multimedia
WD150,2007,290, Waterford Institute of Technology,False, Criminal Justice
DC202,2007,460, Dublin City University,False, Sport Science and Health
DC203,2007,360, Dublin City University,False, Science Education
DC200,2007,385, Dublin City University,False, Common Entry to Engineering Electronic
DC201,2007,350, Dublin City University,False, Common Entry to Science Undenominated
DC204,2007,500, Dublin City University,False, Athletic Therapy and Training
DC205,2007,485, Dublin City University,False, Physical Education with Biology
TR094,2007,160, Trinity College,True, Mature apps General Nursing Adelaide school
TR095,2007,340, Trinity College,False, Psychiatric Nursing
DT081,2007,360, Dublin Institute of Technology,False, Computer Engineering
TR096,2007,138, Trinity College,True, Mature Applicants Psychiatric Nursing
LM153,2007,145, University of Limerick,True, Mature Applicants Mental Health Nursing
TR097,2007,305, Trinity College,False, Intellectual Disability Nursing
DB553,2007,190, Dublin Business School & DBS School of Arts,False, Film Literature and Drama
MH211,2007,335, Maynooth University,False, Multimedia
DL242,2007,295, Dun Laoghaire Institute of Art Design and Technology,False, Business Studies and Arts Management
DL241,2007,350, Dun Laoghaire Institute of Art Design and Technology,False, English Media and Cultural Studies
DL245,2007,230, Dun Laoghaire Institute of Art Design and Technology,False, Business Studies Entrepreneurship
LC491,2007,330, Limerick Institute of Technology,False, Construction Management
DT365,2007,410, Dublin Institute of Technology,False, Business and Management
DT366,2007,430, Dublin Institute of Technology,False, Accounting and Finance
DT564,2007,295, Dublin Institute of Technology,False, Intl Business and Languages Italian
DT565,2007,300, Dublin Institute of Technology,False, Chinese and International Business
CM001,2007,455, Marino Institute of Education,False, B Ed
DB521,2007,260, Dublin Business School & DBS School of Arts,False, Accounting and Finance
CM002,2007,415, Marino Institute of Education,False, B Ed Gaeltacht Applicants
DT407,2007,315, Dublin Institute of Technology,False, Culinary Arts
LM033,2007,360, University of Limerick,False, New Media and English
TI013,2007,205, Tipperary Institute,False, Business Studies
TI015,2007,235, Tipperary Institute,False, Computing Software Development
TI014,2007,190, Tipperary Institute,False, Rural Development
LM032,2007,435, University of Limerick,False, Arts Joint Honours
TR914,2007,153, Trinity College,True, Mature Applicants Midwifery
TR911,2007,485, Trinity College,False, Childrens and General Nursing Integrated
TR913,2007,400, Trinity College,False, Midwifery
TR912,2007,167, Trinity College,True, Mature apps Children General NursingIntegrated
DC156,2007,666, Dublin City University,False, Languages for Intl Communication English AQA
DC155,2007,345, Dublin City University,False, Applied Language and Intercultural Studies
LM037,2007,400, University of Limerick,False, Economics and Mathematical Sciences
DC132,2007,455, Dublin City University,False, Journalism
LM035,2007,355, University of Limerick,False, English and History
GA784,2007,305, Galway-Mayo Institute of Technology,False, Science Undenominated
GA785,2007,395, Galway-Mayo Institute of Technology,False, Medical Science
GA782,2007,325, Galway-Mayo Institute of Technology,False, Chemical Pharmaceutical Science
GA783,2007,nan, Galway-Mayo Institute of Technology,False," Physics and Instrumentation
"
GA780,2007,310, Galway-Mayo Institute of Technology,False, Applied Freshwater and Marine Biology
LC391,2007,260, Limerick Institute of Technology,False, Computer Networks and Systems
DN049,2007,375, University College Dublin (NUI),False, Animal Science Equine
LC341,2007,285, Limerick Institute of Technology,False, Multimedia Programming and Design
DT401,2007,280, Dublin Institute of Technology,False, Hospitality Management
AS110,2007,345, St. Angela`s College,False, General Nursing
AL031,2007,nan, Athlone Institute of Technology,False," Computer and Software Engineering 
"
CW028,2007,285, Institute of Technology Carlow,False, Early Childhood Education Care Wexford
AL033,2007,275, Athlone Institute of Technology,False, Toxicology
AL035,2007,295, Athlone Institute of Technology,False, Construction Technology and Management
WD137,2007,280, Waterford Institute of Technology,False, Design Visual Communications
WD134,2007,285, Waterford Institute of Technology,False, International Business
DN048,2007,340, University College Dublin (NUI),False, Horticulture Landscape Sportsturf Mgmt
GY526,2007,157, National University of Ireland Galway,True, Mature Applicants Psychiatric Nursing
GY527,2007,175, National University of Ireland Galway,True, Mature Applicants Midwifery
DN045,2007,315, University College Dublin (NUI),False, Animal and Crop Production
GY525,2007,161, National University of Ireland Galway,True, Mature app General Nursing Galway Portiuncula
DN043,2007,300, University College Dublin (NUI),False, Food and Agribusiness Management
DN042,2007,300, University College Dublin (NUI),False, Forestry
DN041,2007,410, University College Dublin (NUI),False, Landscape Architecture
DN040,2007,315, University College Dublin (NUI),False, Food Science
LM110,2007,340, University of Limerick,False, Multimedia Computer Games Development
LM111,2007,420, University of Limerick,False, Medical Electronics
PB254,2007,210, Portobello College,False, Marketing
LM113,2007,325, University of Limerick,False, Digital Media Design
TR091,2007,360, Trinity College,False, General Nursing Meath and St Jamess
PB253,2007,185, Portobello College,False, Business Studies
PB250,2007,215, Portobello College,False, Law
PB251,2007,295, Portobello College,False, Accounting and Finance
CK407,2007,450, University College Cork (NUI),False, Mathematical Sciences
CK406,2007,305, University College Cork (NUI),False, Chemical Sciences
CK405,2007,350, University College Cork (NUI),False, Genetics
CK404,2007,305, University College Cork (NUI),False, Environmental and Earth System Sciences
CK402,2007,345, University College Cork (NUI),False, Biological and Chemical Sciences
CK401,2007,300, University College Cork (NUI),False, Computer Science
CK408,2007,420, University College Cork (NUI),False, Physics and Astrophysics
DT223,2007,525, Dublin Institute of Technology,False, Human Nutrition and Dietetics
DT222,2007,270, Dublin Institute of Technology,False, Physics Technology
DT224,2007,500, Dublin Institute of Technology,False, Optometry
DT227,2007,295, Dublin Institute of Technology,False, Science with Nanotechnology
DT229,2007,240, Dublin Institute of Technology,False, Clinical Measurement
DT228,2007,210, Dublin Institute of Technology,False, Computer Science
LM074,2007,375, University of Limerick,False, Computer Aided Engineering and Design
LM089,2007,425, University of Limerick,False, Sport Exercise Sciences
DN054,2007,495, University College Dublin (NUI),False, Psychology
DN055,2007,490, University College Dublin (NUI),False, English
DN056,2007,430, University College Dublin (NUI),False, Integrated BAMA Masters degree programme
SG141,2007,280, Institute of Technology Sligo,False, Business
SG145,2007,230, Institute of Technology Sligo,False, Computing in Web Development
CK713,2007,177, University College Cork (NUI),True, Mature apps Children General Nursing intg
CK712,2007,495, University College Cork (NUI),False, Childrens and General Integrated Nursing
CK711,2007,159, University College Cork (NUI),True, Mature Applicants General Nursing
CK710,2007,410, University College Cork (NUI),False, General Nursing
LM053,2007,380, University of Limerick,False, Business Studies a Modern Lang German
TR009,2007,440, Trinity College,True, Music Education
TR008,2007,345, Trinity College,False, Religions and Theology
TR007,2007,520, Trinity College,False, Clinical Speech and Language Studies
TR006,2007,545, Trinity College,False, Psychology
TR005,2007,430, Trinity College,False, Philosophy
TR004,2007,545, Trinity College,False, Law
TR003,2007,455, Trinity College,False, History
TR002,2007,380, Trinity College,True, Music
SG241,2007,225, Institute of Technology Sligo,False, Performing Arts
LM061,2007,380, University of Limerick,False, Pharmaceutical and Industrial Chemistry
GC489,2007,220, Griffith College,False, Interior Architecture
SG242,2007,325, Institute of Technology Sligo,False, Early Childhood Education
LM064,2007,375, University of Limerick,False, Industrial Biochemistry
LM065,2007,390, University of Limerick,False, Applied Physics
LY938,2007,174, Letterkenny Institute of Technology,True, Mature Applicants General Nursing
LM067,2007,300, University of Limerick,False, Wood Science and Technology
LM068,2007,350, University of Limerick,False, Food Science and Health
LM069,2007,400, University of Limerick,False, Computer Engineering
CR105,2007,320, Cork Institute of Technology,False, Chemical and Process Engineering
CR107,2007,255, Cork Institute of Technology,False, Electronic Engineering
CR106,2007,260, Cork Institute of Technology,False, Software Development
CR109,2007,440, Cork Institute of Technology,False, Structural Engineering
CR108,2007,330, Cork Institute of Technology,False, Mechanical Engineering
MD301,2007,375, Mater DEI,False, ReligionEducat Historysecond level teaching
DC118,2007,395, Dublin City University,False, Gno agus Gaeilge
DK814,2007,280, Dundalk Institute of Technology,False, Business Studies in International Management
DK812,2007,280, Dundalk Institute of Technology,False, Marketing
DK810,2007,300, Dundalk Institute of Technology,False, Accounting and Finance
DC112,2007,435, Dublin City University,False, European Business French
DC113,2007,350, Dublin City University,False, European Business German
SN002,2007,580, Shannon College of Hotel Management,True, Commerce
DC111,2007,435, Dublin City University,False, Business Studies
DC116,2007,515, Dublin City University,False, European Business Transatlantic Studies
DC114,2007,355, Dublin City University,False, European Business Spanish
DC115,2007,455, Dublin City University,False, Accounting and Finance
TL180,2007,nan, Institute of Technology Tralee,False," Hotel Management 
"
DC181,2007,355, Dublin City University,False, Biotechnology
DT358,2007,285, Dublin Institute of Technology,False, Logistics and Supply Chain Management
TR092,2007,157, Trinity College,True, Mature apps General NursingMeath StJamess
DB512,2007,225, Dublin Business School & DBS School of Arts,False, Business Studies
DB515,2007,260, Dublin Business School & DBS School of Arts,False, Business with Human Resource Management
DB514,2007,250, Dublin Business School & DBS School of Arts,False, Business and Law
DB517,2007,210, Dublin Business School & DBS School of Arts,False, Marketing with Event Management
DB516,2007,245, Dublin Business School & DBS School of Arts,False, Business with Financial Services
DB519,2007,210, Dublin Business School & DBS School of Arts,False, Leisure and Recreation Management
DT354,2007,325, Dublin Institute of Technology,False, Business Computing
CW808,2007,300, Institute of Technology Carlow,False, Communications and Public Relations
MD401,2007,400, Mater DEI,True, ReligionEducation Musicsecond level teaching
GA880,2007,350, Galway-Mayo Institute of Technology,False, General Nursing Castlebar
DN018,2007,455, University College Dublin (NUI),False, Commerce International with Spanish
DN019,2007,430, University College Dublin (NUI),False, Commerce International with Italian
LC951,2007,360, Limerick Institute of Technology,False, Law and Taxation
DN015,2007,455, University College Dublin (NUI),False, Commerce
DN016,2007,410, University College Dublin (NUI),False, Commerce International with German
DN017,2007,475, University College Dublin (NUI),False, Commerce International with French
DN010,2007,315, University College Dublin (NUI),False, Agricultural Science
DN012,2007,345, University College Dublin (NUI),False, Arts
DN013,2007,455, University College Dublin (NUI),False, Business with Chinese Studies
LM030,2007,335, University of Limerick,True, Irish Music and Dance
DC218,2007,490, Dublin City University,False, Childrens and General Nursing Integrated
LM084,2007,330, University of Limerick,False, Information Systems
MH404,2007,400, Maynooth University,False, Business and Management
MH405,2007,355, Maynooth University,False, Equine Business
DN080,2007,480, University College Dublin (NUI),False, Engineering Science
MH401,2007,350, Maynooth University,False, Finance
MH402,2007,350, Maynooth University,False, Finance and Venture Management
MH403,2007,380, Maynooth University,False, Finance and Accounting
LM082,2007,380, University of Limerick,False, Construction Management and Engineering
CW118,2007,275, Institute of Technology Carlow,False, Biotechnology with Biopharmaceuticals
DN120,2007,355, University College Dublin (NUI),False, Psychiatric Nursing
DN121,2007,146, University College Dublin (NUI),True, Mature Applicants Psychiatric Nursing
CK302,2007,520, University College Cork (NUI),False, Law and French
CK303,2007,485, University College Cork (NUI),False, Law and German
CK304,2007,540, University College Cork (NUI),False, Law and Irish
CK111,2004,355, University College Cork (NUI),False, Early Childhood Studies
FT128,2004,235, Dublin Institute of Technology,False, Transport Technology
CK113,2004,305, University College Cork (NUI),False, Language and Cultural Studies
CK112,2004,415, University College Cork (NUI),True, Drama and Theatre Studies
CK115,2004,nan, University College Cork (NUI),False," Social Work 
"
CK114,2004,nan, University College Cork (NUI),False," Social Science Youth and Community Work 
"
AC120,2004,230, American College,False, International Business
GY203,2004,390, National University of Ireland Galway,False, Commerce International with German
GY202,2004,485, National University of Ireland Galway,False, Commerce International with French
GY201,2004,420, National University of Ireland Galway,False, Commerce
GY206,2004,360, National University of Ireland Galway,False, Business Information Systems
GY205,2004,360, National University of Ireland Galway,False, Commerce International with Italian
GY204,2004,380, National University of Ireland Galway,False, Commerce International with Spanish
SG446,2004,265, Institute of Technology Sligo,False, Applied Archaeology
SG445,2004,255, Institute of Technology Sligo,False, Pharmaceutical Science
SG441,2004,250, Institute of Technology Sligo,False, Environmental Science Tech
MH109,2004,445, Maynooth University,False, Media Studies
MH108,2004,400, Maynooth University,False, InternationalEuropean Studies
WD817,2004,136, Waterford Institute of Technology,True, Mature Applicants Psychiatric Nursing
WD816,2004,165, Waterford Institute of Technology,True, Mature Applicants General Nursing
MH101,2004,365, Maynooth University,False, Arts
MH103,2004,405, Maynooth University,False, Music
MH107,2004,395, Maynooth University,False, Social Science
MH106,2004,510, Maynooth University,False, Psychology
LM059,2004,nan, University of Limerick,False," Computer Systems with French 
"
LM058,2004,425, University of Limerick,False, Financial Mathematics
LM051,2004,305, University of Limerick,False, Computer Systems
LM050,2004,405, University of Limerick,False, Business Studies
LM053,2004,410, University of Limerick,False, BusinessGerman
LM052,2004,420, University of Limerick,False, BusinessFrench
LM055,2004,nan, University of Limerick,False," BusinessJapanese 
"
LM054,2004,420, University of Limerick,False, BusinessSpanish
GA319,2004,230, Galway-Mayo Institute of Technology,False, HotelCatering Mgt
DC235,2004,300, Dublin City University,False, Education and Training
DC231,2004,400, Dublin City University,False, International Relations
DC230,2004,445, Dublin City University,False, Economics Politics and Law
GA810,2004,380, Galway-Mayo Institute of Technology,False, General Nursing
GA811,2004,171, Galway-Mayo Institute of Technology,True, Mature Applicants General Nursing
MH202,2004,330, Maynooth University,False, Biotechnology
MH203,2004,320, Maynooth University,False, Computer Science
PD102,2004,415, St Patrick's Drumcondra,False, Primary TeachingGael
MH201,2004,310, Maynooth University,False, Science
MH206,2004,505, Maynooth University,False, Theoretical Physics and Mathematics
MH207,2004,400, Maynooth University,False, Computational Biology Bioinformatics
MH204,2004,410, Maynooth University,False, Physics with Astrophysics
MH205,2004,360, Maynooth University,False, Theoretical Physics Computer Science
MH208,2004,380, Maynooth University,False, Biological Science
MH209,2004,485, Maynooth University,False, Psychology through Science
TR054,2004,500, Trinity College,False, Occupational Therapy
TR055,2004,490, Trinity College,False, Therapeutic Radiography
AS131,2004,130, St. Angela`s College,True, Mature Applicants Mental Handicap Nursing
AS130,2004,205, St. Angela`s College,False, Mental Handicap Nursing
TR052,2004,560, Trinity College,False, Dental Science
TR053,2004,540, Trinity College,False, Physiotherapy
TR085,2004,480, Trinity College,False, Business Studies and French
DK097,2004,310, Dundalk Institute of Technology,False, Psychiatric Nursing
GA442,2004,360, Galway-Mayo Institute of Technology,False, Construction Management
DK157,2004,163, Dundalk Institute of Technology,True, Mature Applicants General Nursing
LY151,2004,275, Letterkenny Institute of Technology,False, Computing with Data Communications
LY152,2004,245, Letterkenny Institute of Technology,False, Mental Handicap Nursing
TR081,2004,480, Trinity College,False, Business Economic and Social Studies
TI005,2004,260, Tipperary Institute,False, Business Studies EBusiness THURLES
