code,year,points,college,audition,desc
CK111,2002,400, University College Cork (NUI),False, Early Childhood Studies
CK110,2002,375, University College Cork (NUI),False, Language Cultural Studies Spanish
CK112,2002,425, University College Cork (NUI),False, Drama and Theatre Studies
DC132,2002,475, Dublin City University,False, Journalism
AC120,2002,175, American College,False, International Business
GY203,2002,370, National University of Ireland Galway,False, Commerce with German
GY202,2002,490, National University of Ireland Galway,False, Commerce with French
GY201,2002,425, National University of Ireland Galway,False, Commerce
GY206,2002,395, National University of Ireland Galway,False, Business Information Systems
GY205,2002,355, National University of Ireland Galway,False, Commerce with Italian
GY204,2002,390, National University of Ireland Galway,False, Commerce with Spanish
SG446,2002,nan, Institute of Technology Sligo,False," Archaeology offers 
"
SG445,2002,250, Institute of Technology Sligo,False, Pharmaceutical Science
SG441,2002,280, Institute of Technology Sligo,False, Environmental Science Tech
MH101,2002,365, Maynooth University,False, Arts
MH103,2002,33, Maynooth University,False, Music
MH102,2002,370, Maynooth University,False, Finance
MH105,2002,350, Maynooth University,False, German and Historical Studies
MH104,2002,350, Maynooth University,False, French and Historical Studies
MH107,2002,410, Maynooth University,False, Social Science
MH106,2002,515, Maynooth University,False, Psychology
LM059,2002,nan, University of Limerick,False," Computer Systems with French offers 
"
LM051,2002,290, University of Limerick,False, Computer Systems
LM050,2002,400, University of Limerick,False, Business Studies
LM053,2002,390, University of Limerick,False, BusinessGerman
LM052,2002,420, University of Limerick,False, BusinessFrench
LM055,2002,480, University of Limerick,False, BusinessJapanese
LM054,2002,420, University of Limerick,False, BusinessSpanish
GA319,2002,250, Galway-Mayo Institute of Technology,False, HotelCatering Mgt
MH202,2002,330, Maynooth University,False, Biotechnology
PD101,2002,440, St Patrick's Drumcondra,False, Drumcondra
PD102,2002,400, St Patrick's Drumcondra,False, DrumcondraGael
PD103,2002,390, St Patrick's Drumcondra,False, DrumBA Humanities
MH206,2002,535, Maynooth University,False, Theoretical Physics and Mathematics
MH207,2002,400, Maynooth University,False, Computational Biology Bioinformatics
MH204,2002,430, Maynooth University,False, Physics with Astrophysics
MH205,2002,390, Maynooth University,False, Theoretical Physics Computer Science
MH208,2002,400, Maynooth University,False, Biological Science
TR054,2002,495, Trinity College,False, Occupational Therapy
TR055,2002,490, Trinity College,False, Therapeutic Radiography
TR051,2002,565, Trinity College,False, Medicine
TR052,2002,540, Trinity College,False, Dental Science
TR053,2002,525, Trinity College,False, Physiotherapy
GC450,2002,280, Griffith College,False, Journalism and Media Comms
TR084,2002,485, Trinity College,False, Social Studies Work
LY151,2002,170, Letterkenny Institute of Technology,False, Computing with Data Communications
DB562,2002,240, Dublin Business School & DBS School of Arts,False, Arts Psychology
TI005,2002,230, Tipperary Institute,False, Business Studies EBusiness THURLES
DC163,2002,390, Dublin City University,False, ChemistryFrench
DC162,2002,365, Dublin City University,False, Chemical and Pharmaceutical Sciences
DC161,2002,330, Dublin City University,False, Analytical Science
FR001,2002,430, Froebel College,False, Froebel
DC165,2002,365, Dublin City University,False, Science International
FR002,2002,390, Froebel College,False, FroebelGael
DN024,2002,420, University College Dublin (NUI),False, Sports Management
DN026,2002,460, University College Dublin (NUI),False, Economics Finance
DN021,2002,490, University College Dublin (NUI),False, Business and Legal Studies
DN020,2002,545, University College Dublin (NUI),False, Actuarial and Financial Studies
DN022,2002,140, University College Dublin (NUI),False, Arts Eveningmodular
DN029,2002,535, University College Dublin (NUI),False, Law with French Law
DN001,2002,505, University College Dublin (NUI),False, Architecture
MI006,2002,400, Mary Immaculate College,False, Mary ImmaculateGael
CS001,2002,420, Saint Catherine's Sion Hill ,False, Home Economics
DN050,2002,360, University College Dublin (NUI),False, BA Computer Science
DN051,2002,435, University College Dublin (NUI),False, Economics
DN052,2002,465, University College Dublin (NUI),False, History
DN053,2002,410, University College Dublin (NUI),False, Philosophy
DN054,2002,525, University College Dublin (NUI),False, Psychology
DN057,2002,445, University College Dublin (NUI),False, BA International French
FT472,2002,370, Dublin Institute of Technology,False, Early Child Care and Education
DN059,2002,470, University College Dublin (NUI),False, BA International Spanish
FT471,2002,385, Dublin Institute of Technology,False, Social Care
AC141,2002,205, American College,False, Behavioral Science Psychology
GY101,2002,400, National University of Ireland Galway,False, Arts
GY102,2002,335, National University of Ireland Galway,False, Arts St Angelas
GY103,2002,375, National University of Ireland Galway,False, Arts Public Social Policy
GY104,2002,545, National University of Ireland Galway,False, Arts Psychology
CK701,2002,555, University College Cork (NUI),False, Medicine
CK702,2002,530, University College Cork (NUI),False, Dentistry
CK703,2002,nan, University College Cork (NUI),False," Pharmacy offers 
"
TR018,2002,580, Trinity College,False, Law and French
TR019,2002,540, Trinity College,False, Law and German
TR010,2002,455, Trinity College,False, Computer Science Linguistics and German
TR011,2002,390, Trinity College,False, Computer Science Linguistics and French
TR012,2002,545, Trinity College,False, History and Political Science
TR013,2002,nan, Trinity College,False," Computer Science Linguistics and Irish offers 
"
TR014,2002,490, Trinity College,False, Philosophy and Political Science
DN045,2002,325, University College Dublin (NUI),False, Animal and Crop Production
WD049,2002,330, Waterford Institute of Technology,False, Business studies French
DN044,2002,335, University College Dublin (NUI),False, Agriculture and Environmental Science
AH004,2002,nan, All Hallows,False," Theology and Spirituality offers 
"
DN043,2002,335, University College Dublin (NUI),False, Agribusiness and Rural Development
LM096,2002,375, University of Limerick,False, Physics and Chemistry Teaching
AH001,2002,370, All Hallows,False, Theology and Philosophy
AH002,2002,315, All Hallows,False, Theology and Psychology
DN042,2002,320, University College Dublin (NUI),False, Forestry
CR116,2002,305, Cork Institute of Technology,False, Software Dev Comp Net
DC126,2002,480, Dublin City University,False, Financial and Actuarial Maths
DC125,2002,380, Dublin City University,False, Mathematical Sciences
CR115,2002,nan, Cork Institute of Technology,False," Software Development with German offers 
"
CR112,2002,450, Cork Institute of Technology,False, Multimedia
DC122,2002,340, Dublin City University,False, Computational Linguistics
DC121,2002,350, Dublin City University,False, Computer Applications
CR111,2002,260, Cork Institute of Technology,False, Computerised Instrument Systems
DN040,2002,350, University College Dublin (NUI),False, Food Science
TA110,2002,210, Institute of Technology Tallaght,False, European Studies
AS001,2002,455, St. Angela`s College,False, Home Econ Biology
AS002,2002,415, St. Angela`s College,False, Home Econ Catechetics
DC192,2002,325, Dublin City University,False, Telecomm Engineering
DC193,2002,315, Dublin City University,False, Mechatronics
DC191,2002,325, Dublin City University,False, Electronic Engineering
DC196,2002,320, Dublin City University,False, Manufact EngineerBus Studies
DC197,2002,325, Dublin City University,False, Medical Mechanical Engineering
DC194,2002,345, Dublin City University,False, Electronic Systems
DC195,2002,315, Dublin City University,False, Compaided MechManuf Engineer
DC198,2002,315, Dublin City University,False, Mech and Manufact Engineering
DC199,2002,315, Dublin City University,False, Digital Media Engineering
PC410,2002,310, Carlow College,False, Humanities
CW105,2002,345, Institute of Technology Carlow,False, Early Childhood Studies
CW100,2002,280, Institute of Technology Carlow,False, International Business with French
CW101,2002,215, Institute of Technology Carlow,False, International Business with German
DK306,2002,270, Dundalk Institute of Technology,False, Business Studies Marketing German
WD079,2002,305, Waterford Institute of Technology,False, Administration
DK308,2002,310, Dundalk Institute of Technology,False, Computing Internet Technologies with German
FT101,2002,611, Dublin Institute of Technology,True, Architecture
CK108,2002,290, University College Cork (NUI),False, Language Cultural Studies German
CK109,2002,300, University College Cork (NUI),False, Language Cultural Studies Italian
CK102,2002,400, University College Cork (NUI),False, Social Science
CK103,2002,360, University College Cork (NUI),True, Music
CK101,2002,400, University College Cork (NUI),False, Arts
CK106,2002,520, University College Cork (NUI),False, Applied Psychology
CK107,2002,340, University College Cork (NUI),False, Language Cultural Studies French
CK104,2002,415, University College Cork (NUI),True, ArtsMusic
CK105,2002,330, University College Cork (NUI),False, European Studies
WD095,2002,320, Waterford Institute of Technology,False, Marketing
LM095,2002,370, University of Limerick,False, TechEngineer Teaching
WD091,2002,270, Waterford Institute of Technology,False, Hospitality Management
LM094,2002,405, University of Limerick,False, TechConstruct Teaching
MD500,2002,270, Mater DEI,False, Irish Studies and Religious Studies
LC491,2002,330, Limerick Institute of Technology,False, Construction Management
GY350,2002,225, National University of Ireland Galway,False, Information Technology
CW046,2002,260, Institute of Technology Carlow,False, Computer Networking
LM090,2002,465, University of Limerick,True, PE Teaching
FT403,2002,240, Dublin Institute of Technology,False, Culinary Arts
FT402,2002,350, Dublin Institute of Technology,False, Tourism Marketing
CK203,2002,425, University College Cork (NUI),False, Business Information Systems
CK202,2002,460, University College Cork (NUI),False, Accounting
CK205,2002,445, University College Cork (NUI),False, Commerce with French
CK204,2002,445, University College Cork (NUI),False, Finance
CK207,2002,370, University College Cork (NUI),False, Commerce with Italian
CK206,2002,395, University College Cork (NUI),False, Commerce with German
CK209,2002,435, University College Cork (NUI),False, Commerce with Irish
CK208,2002,415, University College Cork (NUI),False, Commerce with Spanish
AH003,2002,305, All Hallows,False, Theology and English Literature
LM048,2002,350, University of Limerick,False, Irish Studies
LM042,2002,475, University of Limerick,False, LawEuropean Studies
LM043,2002,390, University of Limerick,False, InsuranceEurStudies
LM040,2002,355, University of Limerick,False, European Studies
LM041,2002,365, University of Limerick,False, Public Administration
LM046,2002,410, University of Limerick,False, HistoryPolitics Soc Stud
CR114,2002,nan, Cork Institute of Technology,False," Software Development with French offers 
"
LM044,2002,470, University of Limerick,False, Applied Languages
LM045,2002,375, University of Limerick,False, Language Cultural Studies
DL141,2002,315, Dun Laoghaire Institute of Art Design and Technology,False, Psychology info tech
GC430,2002,285, Griffith College,False, Computing Science AQA
CE001,2002,385, Church of Ireland College,True, Church of Ireland
TR021,2002,260, Trinity College,False, Classics
TR023,2002,515, Trinity College,False, English Studies
TR022,2002,305, Trinity College,False, Early and Modern Irish
TR025,2002,495, Trinity College,True, Drama and Theatre Studies
TR024,2002,505, Trinity College,False, European Studies
TR026,2002,300, Trinity College,False, Germanic Languages
GA620,2002,225, Galway-Mayo Institute of Technology,False, Manufacturing Tech
DC171,2002,345, Dublin City University,False, Applied Physics
DC172,2002,400, Dublin City University,False, PhysicsFrench
DC173,2002,370, Dublin City University,False, PhysicsGerman
MH303,2002,350, Maynooth University,False, Communications Engineering
MH302,2002,390, Maynooth University,False, Electronic Engineering
MH301,2002,400, Maynooth University,False, Computer Engineering
MH304,2002,415, Maynooth University,False, Computer Electronic Communications Engineering
MU002,2002,305, Pontifical University St Patrick's College,False, Theology
MU001,2002,350, Pontifical University St Patrick's College,False, Theology and Arts
DN032,2002,550, University College Dublin (NUI),False, Mathematical Science
DN030,2002,365, University College Dublin (NUI),False, Computer Science
DN031,2002,445, University College Dublin (NUI),False, Theoretical Physics
GY250,2002,480, National University of Ireland Galway,False, Corporate Law
GY251,2002,515, National University of Ireland Galway,False, Bachelor of Civil Law BCL
FT255,2002,395, Dublin Institute of Technology,False, Int Business and Languages French
FT546,2002,620, Dublin Institute of Technology,True, Fine Art
TI105,2002,nan, Tipperary Institute,False," Business Studies EBusiness CLONMEL offers 
"
MH203,2002,340, Maynooth University,False, Computer Science
GY310,2002,360, National University of Ireland Galway,False, Marine Science
GY313,2002,380, National University of Ireland Galway,False, Health and Safety Systems
GY312,2002,405, National University of Ireland Galway,False, Physics and Astronomy
WD025,2002,300, Waterford Institute of Technology,False, Construction Management
WD026,2002,280, Waterford Institute of Technology,False, Electronics
MH201,2002,305, Maynooth University,False, Science
WD028,2002,280, Waterford Institute of Technology,False, Applied Computing
GY501,2002,550, National University of Ireland Galway,False, Medicine
LC331,2002,290, Limerick Institute of Technology,False, Software Development
GY406,2002,410, National University of Ireland Galway,False, Electronic Computer Engineering
FT353,2002,455, Dublin Institute of Technology,False, Journalism and a Language
FT281,2002,325, Dublin Institute of Technology,False, Computer Engineering
LM030,2002,340, University of Limerick,False, Irish Music and Dance
NC011,2002,285, National College of Ireland (NCI),False, AccountingHRMArea Based Part
FT351,2002,405, Dublin Institute of Technology,False, Business Studies
NC013,2002,265, National College of Ireland (NCI),False, Software Systems Area Based Part
NC012,2002,nan, National College of Ireland (NCI),False," European buslangArea Based Part offers 
"
SG145,2002,300, Institute of Technology Sligo,False, Computing in Web Development
DC211,2002,nan, Dublin City University,False," Music Performance 
"
LM089,2002,435, University of Limerick,False, Sports Science
LM083,2002,300, University of Limerick,False, Information Technology
LM080,2002,300, University of Limerick,False, Electronic Systems
LM081,2002,315, University of Limerick,False, Manufacturing Technol
DC131,2002,480, Dublin City University,False, Communications
CR121,2002,775, Cork Institute of Technology,True, Music
DC133,2002,455, Dublin City University,False, Multimedia
CK604,2002,345, University College Cork (NUI),False, Microelectronic Engineering
CK601,2002,475, University College Cork (NUI),False, Process Engineering
CK603,2002,335, University College Cork (NUI),False, Electrical and Electronic Engineering
CK602,2002,485, University College Cork (NUI),False, Civil and Environmental Engineering
LM092,2002,375, University of Limerick,False, Biological Sci with PhyChm Teaching
TR076,2002,375, Trinity College,False, Physics and Chemistry of Advanced Materials
TR074,2002,nan, Trinity College,False," Computational Chemistry Computational Physics offers 
"
TR075,2002,470, Trinity College,False, Medicinal Chemistry
TR072,2002,550, Trinity College,False, Pharmacy
TR073,2002,540, Trinity College,False, Human Genetics
DB531,2002,255, Dublin Business School & DBS School of Arts,False, Marketing
TR071,2002,385, Trinity College,False, Science
LC651,2002,430, Limerick Institute of Technology,False, Science Pharmaceutical Forensic Analysis
RC003,2002,585, Royal College of Surgeons in Ireland,False, Medicine with Leaving Cert Scholarship
RC001,2002,555, Royal College of Surgeons in Ireland,False, Medicine
RC004,2002,520, Royal College of Surgeons in Ireland,False, Physiotherapy
RC005,2002,535, Royal College of Surgeons in Ireland,False, Pharmacy
DN072,2002,445, University College Dublin (NUI),False, Civil Engineering
DN073,2002,360, University College Dublin (NUI),False, Electronic Eng or Electrical Eng
DN070,2002,335, University College Dublin (NUI),False, Agriculture and Food Engineering
DN071,2002,435, University College Dublin (NUI),False, Chemical Engineering
DN074,2002,440, University College Dublin (NUI),False, Mechanical Engineering
DN075,2002,470, University College Dublin (NUI),False, Civil Engineering or Mechanical Eng
DC144,2002,370, Dublin City University,False, Int Marketing Japanese
DC147,2002,480, Dublin City University,False, Int Bus FrenchSpanish
DC146,2002,460, Dublin City University,False, Int Bus FrenchGerman
DC141,2002,410, Dublin City University,False, Int Marketing FrenchGerman
DC143,2002,400, Dublin City University,False, Int Marketing GermanSpanish
DC142,2002,445, Dublin City University,False, Int Marketing FrenchSpanish
DC149,2002,380, Dublin City University,False, Int Bus Japanese
DC148,2002,405, Dublin City University,False, Int Bus GermanSpanish
FT480,2002,260, Dublin Institute of Technology,False, Food TechnologyPharmaceutical Tech
TR007,2002,525, Trinity College,False, Clinical Speech and Language Studies
TR006,2002,540, Trinity College,False, Psychology
FT130,2002,210, Dublin Institute of Technology,False, Printing Management
FT259,2002,613, Dublin Institute of Technology,True, Photography
LC481,2002,345, Limerick Institute of Technology,False, Valuation Surveying
CK504,2002,415, University College Cork (NUI),False, Nutritional Sciences
CK505,2002,345, University College Cork (NUI),False, Food Science and Technology
FT256,2002,325, Dublin Institute of Technology,False, Int Business and Languages German
FT257,2002,330, Dublin Institute of Technology,False, Int Business and Languages Spanish
CK501,2002,355, University College Cork (NUI),False, Food Business
WD086,2002,350, Waterford Institute of Technology,False, Electronic Engineering
WD084,2002,345, Waterford Institute of Technology,False, Accounting
WD085,2002,305, Waterford Institute of Technology,False, Manufacturing Systems Engineering
WD080,2002,355, Waterford Institute of Technology,False, Business with German
SG243,2002,nan, Institute of Technology Sligo,False," Performing Arts offers 
"
CK210,2002,425, University College Cork (NUI),False, Government and Public Policy
WD027,2002,260, Waterford Institute of Technology,True, Music
LM100,2002,545, University of Limerick,False, Physiotherapy
MD201,2002,365, Mater DEI,False, ReligionEducationEnglish
LC471,2002,370, Limerick Institute of Technology,False, Quantity Surveying
SG341,2002,245, Institute of Technology Sligo,False, Quality Management
GC402,2002,300, Griffith College,False, Law with Business
GC401,2002,250, Griffith College,False, Accounting and Finance
GC400,2002,320, Griffith College,False, Business Studies AQA
DC164,2002,385, Dublin City University,False, ChemistryGerman
TR032,2002,420, Trinity College,False, Engineering
TR033,2002,345, Trinity College,False, Computer Science
TR031,2002,390, Trinity College,False, Mathematics
TR036,2002,320, Trinity College,False, Computer Science Evening
TR037,2002,320, Trinity College,False, Information Communications Technology
TR034,2002,475, Trinity College,False, Management Science and Information Systems Studies
TR035,2002,490, Trinity College,False, Theoretical Physics
TR038,2002,320, Trinity College,False, Manufacturing Engineering with Management Science
TL280,2002,270, Institute of Technology Tralee,False, Business Studies eBusiness
LM077,2002,390, University of Limerick,False, Aeronautical Eng
LM074,2002,420, University of Limerick,False, Computer Integrated design
LM073,2002,400, University of Limerick,False, Mechanical Engineering
LM072,2002,20, University of Limerick,False, Industrial Design
LM071,2002,410, University of Limerick,False, Biomedical Engineering
LM070,2002,400, University of Limerick,False, Electronic Engineering
LM079,2002,355, University of Limerick,False, Manufacturing Engineering
LM078,2002,640, University of Limerick,False, Mech Engineering German
LM093,2002,330, University of Limerick,False, Equine Science
MU701,2002,235, Pontifical University St Patrick's College,False, Theology St Patricks College Thurles
TR087,2002,330, Trinity College,False, Business Studies and Russian
TR086,2002,380, Trinity College,False, Business Studies and German
TR085,2002,480, Trinity College,False, Business Studies and French
GA442,2002,350, Galway-Mayo Institute of Technology,False, Construction Management
TR083,2002,450, Trinity College,False, Sociology and Social Policy
DB561,2002,245, Dublin Business School & DBS School of Arts,False, Arts General
TR081,2002,465, Trinity College,False, Business Economic and Social Studies
TR088,2002,350, Trinity College,False, Business Studies and Chinese
DN002,2002,555, University College Dublin (NUI),False, Medicine
AC142,2002,200, American College,False, Behavioural Sci Applied Social Studies
DN007,2002,400, University College Dublin (NUI),False, Social Science
DN006,2002,525, University College Dublin (NUI),False, Physiotherapy
DN005,2002,545, University College Dublin (NUI),False, Veterinary Medicine
DN004,2002,485, University College Dublin (NUI),False, Radiography
DN009,2002,515, University College Dublin (NUI),False, Law
DN008,2002,320, University College Dublin (NUI),False, Science
SN001,2002,389, Shannon College of Hotel Management,True, Business Studies in Int Hotel Mgt
SN002,2002,537, Shannon College of Hotel Management,True, Commerce Dip in Int Hotel Mgt
GY308,2002,380, National University of Ireland Galway,False, Environmental Science
GY309,2002,460, National University of Ireland Galway,False, Financial Mathematics and Econs
GY302,2002,320, National University of Ireland Galway,False, PhysicsElectronics
GY303,2002,490, National University of Ireland Galway,False, Biomedical Science
GY301,2002,320, National University of Ireland Galway,False, Science
GY306,2002,290, National University of Ireland Galway,False, Computing Studies
GY307,2002,325, National University of Ireland Galway,False, Earth Sciences
GY304,2002,420, National University of Ireland Galway,False, Biotechnology
FT223,2002,495, Dublin Institute of Technology,False, Human Nutrition Dietetics
FT222,2002,230, Dublin Institute of Technology,False, Applied Sciences
FT221,2002,350, Dublin Institute of Technology,False, ElectricalElectronic Engineering
FT225,2002,255, Dublin Institute of Technology,False, Applied SciencesComputing
FT224,2002,495, Dublin Institute of Technology,False, Optometry
FT229,2002,300, Dublin Institute of Technology,False, Clinical Measurement
FT228,2002,300, Dublin Institute of Technology,False, Computer Science
GY405,2002,430, National University of Ireland Galway,False, Mechanical Engineering
GY404,2002,320, National University of Ireland Galway,False, Industrial Engineering
GY407,2002,370, National University of Ireland Galway,False, Mngt Engineering with Language
FT354,2002,320, Dublin Institute of Technology,False, Information Systems Development
GY401,2002,460, National University of Ireland Galway,False, Engineering Undenominated
FT352,2002,480, Dublin Institute of Technology,False, Media Arts
GY403,2002,395, National University of Ireland Galway,False, Electronic Engineering
GY402,2002,470, National University of Ireland Galway,False, Civil Engineering
GY409,2002,450, National University of Ireland Galway,False, Environmental Engineering
GY408,2002,475, National University of Ireland Galway,False, Biomedical Engineering
FT359,2002,200, Dublin Institute of Technology,False, Management and Law
FT358,2002,310, Dublin Institute of Technology,False, Transport and Logistics
NC002,2002,nan, National College of Ireland (NCI),False," European buslang offers 
"
NC003,2002,300, National College of Ireland (NCI),False, Software Systems
NC001,2002,360, National College of Ireland (NCI),False, AccountingHRM
LM020,2002,505, University of Limerick,False, Law and Accounting
LM021,2002,415, University of Limerick,False, LanguageComputing
PT012,2002,295, Milltown Institute,False, BA Theology and Pastoral Care AQA
PT013,2002,320, Milltown Institute,False, BA PhilosophyTheology AQA
PT011,2002,300, Milltown Institute,False, BA Philosophy
GA247,2002,245, Galway-Mayo Institute of Technology,False, Theological Studies Bus Practice
DC202,2002,435, Dublin City University,False, Sport Science and Health
DC203,2002,345, Dublin City University,False, Science Education
DC200,2002,315, Dublin City University,False, Electronics Engineering Common Entry
DC201,2002,335, Dublin City University,False, Science Common Entry
GA144,2002,270, Galway-Mayo Institute of Technology,False, Gn agus Cumarsaid
DB551,2002,245, Dublin Business School & DBS School of Arts,False, Anthropology
DB552,2002,250, Dublin Business School & DBS School of Arts,False, Arts Literature and Drama
DL242,2002,310, Dun Laoghaire Institute of Art Design and Technology,False, Arts and Media Management
DL241,2002,400, Dun Laoghaire Institute of Art Design and Technology,False, EnglishMedia Cultural stud
CM001,2002,430, Marino Institute of Education,False, Marino
DB521,2002,250, Dublin Business School & DBS School of Arts,False, Accountancy and Finance
CM002,2002,385, Marino Institute of Education,False, MarinoGael
LC641,2002,330, Limerick Institute of Technology,False, Business Studies Tourism
DC154,2002,340, Dublin City University,False, App Langs Japaneseothers
DC152,2002,345, Dublin City University,False, Applied Langs FrenchSpanish
DC153,2002,335, Dublin City University,False, Applied Langs GermanSpanish
DC151,2002,330, Dublin City University,False, Applied LangsFrenchGerman
CK201,2002,445, University College Cork (NUI),False, Commerce
FT128,2002,235, Dublin Institute of Technology,False, Transport Technology
FT401,2002,300, Dublin Institute of Technology,False, Hospitality HotelCatering Mgt
MI005,2002,440, Mary Immaculate College,False, Mary Immaculate
LC341,2002,330, Limerick Institute of Technology,False, Multi Media Computing Design
FT404,2002,365, Dublin Institute of Technology,False, Leisure Management
AL031,2002,210, Athlone Institute of Technology,False, Computer and Software Engineering
TL320,2002,280, Institute of Technology Tralee,False, Computing with Enterprise Studies
AL033,2002,265, Athlone Institute of Technology,False, Toxicology
AL032,2002,240, Athlone Institute of Technology,False, Polymer Technology
DN047,2002,350, University College Dublin (NUI),False, Engineering Technology
DN046,2002,350, University College Dublin (NUI),False, Animal Science
FT544,2002,562, Dublin Institute of Technology,True, Design Interior Furniture
FT545,2002,753, Dublin Institute of Technology,True, Design Visual Communication
FT542,2002,405, Dublin Institute of Technology,False, Management Marketing
FT543,2002,345, Dublin Institute of Technology,False, Retail Services Management
DN041,2002,350, University College Dublin (NUI),False, Landscape Horticulture
FT541,2002,385, Dublin Institute of Technology,False, Marketing
PB253,2002,220, Portobello College,False, Business Studies
DN048,2002,320, University College Dublin (NUI),False, Horticultural Science
CK407,2002,495, University College Cork (NUI),False, Mathematical Sciences
CK406,2002,365, University College Cork (NUI),False, Chemical Sciences
CK405,2002,425, University College Cork (NUI),False, Genetics
CK404,2002,370, University College Cork (NUI),False, Environmental Sciences
CK402,2002,390, University College Cork (NUI),False, Biological and Chemical Sciences
CK401,2002,300, University College Cork (NUI),False, Computer Science
CK408,2002,485, University College Cork (NUI),False, Physics and Astrophysics
SG141,2002,355, Institute of Technology Sligo,False, Business Studies
LM047,2002,390, University of Limerick,False, Arts
DN058,2002,350, University College Dublin (NUI),False, BA International German
DK104,2002,275, Dundalk Institute of Technology,False, Accounting Finance
TR009,2002,345, Trinity College,True, Music Education
DK106,2002,270, Dundalk Institute of Technology,False, Business Studies Marketing eBusiness
DK109,2002,200, Dundalk Institute of Technology,False, Building Surveying
DK108,2002,240, Dundalk Institute of Technology,False, Computing Internet Technologies
TR005,2002,445, Trinity College,False, Philosophy
TR004,2002,545, Trinity College,False, Law
TR003,2002,475, Trinity College,False, History
TR002,2002,400, Trinity College,True, Music
LM060,2002,375, University of Limerick,False, Mathematical SciencesComputing
LM061,2002,380, University of Limerick,False, Industrial Chemistry
LM062,2002,325, University of Limerick,False, Advanced Biomedical Materials
LM063,2002,300, University of Limerick,False, Production Management
LM064,2002,360, University of Limerick,False, Industrial Biochemistry
LM065,2002,355, University of Limerick,False, Applied Physics
LM066,2002,350, University of Limerick,False, Environmental Science
LM067,2002,325, University of Limerick,False, Wood ScienceTech
LM068,2002,310, University of Limerick,False, Food Technology
LM069,2002,400, University of Limerick,False, Computer Engineering
FT491,2002,360, Dublin Institute of Technology,False, Environmental Health
CR105,2002,435, Cork Institute of Technology,False, Chemical Engineering
CR107,2002,275, Cork Institute of Technology,False, Electronic Engineering
CR106,2002,240, Cork Institute of Technology,False, Computer Applications
TL170,2002,nan, Institute of Technology Tralee,False," Folk Theatre Studies offers 
"
CR109,2002,420, Cork Institute of Technology,False, Structural Engineering
CR108,2002,370, Cork Institute of Technology,False, Mechanical Engineering
MD301,2002,355, Mater DEI,False, ReligionEducationHistory
DC118,2002,395, Dublin City University,False, Ceim in Airgeadas
TR008,2002,290, Trinity College,False, Biblical and Theological Studies
DC112,2002,450, Dublin City University,False, European Business French
DC113,2002,405, Dublin City University,False, European Business German
TA109,2002,255, Institute of Technology Tallaght,False, Applied Languages
DC111,2002,430, Dublin City University,False, Business Studies
DC116,2002,470, Dublin City University,False, European Bus Transatlantic Studies
DC114,2002,420, Dublin City University,False, European Business Spanish
DC115,2002,435, Dublin City University,False, Accounting Finance
FT601,2002,385, Dublin Institute of Technology,True, Music
AD001,2002,nan, National College of Art and Design,False," ArtDesign Teaching 
"
DC181,2002,330, Dublin City University,False, Biotechnology
DK208,2002,nan, Dundalk Institute of Technology,False," Computing Internet Technologies with French offers 
"
DB512,2002,245, Dublin Business School & DBS School of Arts,False, Business Studies
DK206,2002,290, Dundalk Institute of Technology,False, Business Studies Marketing French
MD401,2002,345, Mater DEI,True, ReligionEducationMusic
DN018,2002,435, University College Dublin (NUI),False, CommerceSpanish
DN019,2002,435, University College Dublin (NUI),False, CommerceItalian
FT125,2002,315, Dublin Institute of Technology,False, Engineering
DN014,2002,415, University College Dublin (NUI),False, CommerceModern Irish
DN015,2002,455, University College Dublin (NUI),False, Commerce
DN016,2002,435, University College Dublin (NUI),False, CommerceGerman
DN017,2002,505, University College Dublin (NUI),False, CommerceFrench
DN010,2002,330, University College Dublin (NUI),False, Agricultural Science
DN011,2002,225, University College Dublin (NUI),True, Music
DN012,2002,375, University College Dublin (NUI),False, Arts
WD048,2002,330, Waterford Institute of Technology,False, Business studies
CK303,2002,475, University College Cork (NUI),False, Law and German
CK304,2002,495, University College Cork (NUI),False, Law and Irish
CK301,2002,500, University College Cork (NUI),False, Law
CK302,2002,515, University College Cork (NUI),False, Law and French
FT116,2002,400, Dublin Institute of Technology,False, Environmental Planning Management
FT111,2002,400, Dublin Institute of Technology,False, Const Econ Mgt Quant Surveying
FT110,2002,380, Dublin Institute of Technology,False, Property Econ Valuation Surveying
FT112,2002,335, Dublin Institute of Technology,False, Geomatics
CK111,2003,390, University College Cork (NUI),False, Early Childhood Studies
CW120,2003,310, Institute of Technology Carlow,False, Early Childhood Studies Wexford Campus
CK113,2003,280, University College Cork (NUI),False, Language and Cultural Studies
CK112,2003,425, University College Cork (NUI),True, Drama and Theatre Studies
DC132,2003,490, Dublin City University,False, Journalism
AC120,2003,195, American College,False, International Business
GY203,2003,370, National University of Ireland Galway,False, Commerce with German
GY202,2003,495, National University of Ireland Galway,False, Commerce with French
GY201,2003,420, National University of Ireland Galway,False, Commerce
GY206,2003,380, National University of Ireland Galway,False, Business Information Systems
GY205,2003,375, National University of Ireland Galway,False, Commerce with Italian
GY204,2003,400, National University of Ireland Galway,False, Commerce with Spanish
SG445,2003,250, Institute of Technology Sligo,False, Pharmaceutical Science
SG441,2003,280, Institute of Technology Sligo,False, Environmental Science Tech
MH109,2003,465, Maynooth University,False, Media Studies
MH108,2003,385, Maynooth University,False, InternationalEuropean Studies
